sk_Datadecadastro,Datadecadastro,ANO,MES,DIA
42562d46-fb56-4974-9036-49d576b4bb62,25/06/2022,2022,6,25
2118c8ab-49a3-49e7-81db-4c769a8247fb,24/07/2022,2022,7,24
2990d063-5e53-47b3-a72c-79499327314a,31/12/2022,2022,12,31
1ae2eec5-5887-4fe0-bb79-698e8cd7f8a6,16/02/2023,2023,2,16
354bac56-cf75-4318-ad48-c207f5552199,15/03/2023,2023,3,15
2ef53f64-6567-48fb-ae47-87a9c293a673,31/03/2023,2023,3,31
63a93181-26e6-46f0-bd89-da30f977e681,14/05/2023,2023,5,14
560ee421-623b-4047-b07e-2b636943e5af,15/11/2023,2023,11,15
24b8cac3-3f63-4d6e-a2b3-b8a4cea61c64,10/01/2019,2019,1,10
682059c4-d2c8-4135-83bf-dae21b7dc050,20/01/2019,2019,1,20
660a3e01-c8ba-4417-814f-0133a42cac65,22/06/2019,2019,6,22
dc2baf21-92ca-4672-a731-a14921452522,15/11/2019,2019,11,15
016b29e8-4d22-431f-9e61-06c7ae3cda70,26/11/2019,2019,11,26
837c6f8a-e6c7-4d04-8503-67c1fe70b879,14/01/2020,2020,1,14
34c119b7-daba-493f-b06c-66a43a46d954,01/03/2020,2020,3,1
5f25a834-056c-41eb-84bd-8e6b852aba2a,08/04/2020,2020,4,8
8c7e5ced-9d39-4f92-b56e-36b742f1315b,09/05/2020,2020,5,9
91c80b79-6a78-41a4-841d-43e9bbb3416d,26/05/2020,2020,5,26
93201b4d-a6e2-48ea-b80a-b562a4ae6a77,01/07/2020,2020,7,1
58285193-c8d9-4484-82cc-eab993d8d825,15/07/2020,2020,7,15
0c0b9c52-1f14-48b3-9f32-3fbbca77b058,09/09/2020,2020,9,9
50a38b19-422c-4f7b-8423-5f6f42945c0e,28/02/2021,2021,2,28
13914b1c-75fe-4c31-9271-9c2511ea394b,30/05/2021,2021,5,30
0c73fca2-faa2-4872-9b57-2f377d3bc35e,17/07/2021,2021,7,17
84dfa858-3cb2-4c6c-a458-991da51c540f,05/08/2021,2021,8,5
47927d05-4262-48db-842e-8555a87478c4,10/11/2021,2021,11,10
55ce4d93-8837-42fb-b528-932fbbe55047,07/01/2022,2022,1,7
4caeef61-1edc-4666-b76d-1c269e7cfccc,09/01/2022,2022,1,9
c80da5b8-f292-4dfd-927b-2ba775cdccf7,10/03/2022,2022,3,10
9abd7508-366e-4b7c-8406-b5af11bd3baa,29/05/2022,2022,5,29
fcfd361f-8166-4126-9a77-ec351d85701e,15/07/2022,2022,7,15
b1f63b63-cd52-425f-a6a5-c732b0124435,21/07/2022,2022,7,21
9a1833d4-6ef4-429c-b20a-0f734ee9f7b4,07/09/2022,2022,9,7
aacc4119-0050-4e3a-abb4-3e987322cb16,21/11/2022,2022,11,21
7298f93b-1e93-4dd2-9e28-7ee233d02df2,09/12/2022,2022,12,9
76e0c1bb-ebd0-4669-81d1-01d89e07a8d3,17/02/2023,2023,2,17
89097956-8e8d-477d-8d34-f339f0f350b5,14/04/2023,2023,4,14
bc30df27-f18e-4210-89dc-32ff3375fc2c,16/04/2023,2023,4,16
6d3eb7f0-8a39-45d5-82d4-5b01612e1bd9,29/04/2023,2023,4,29
73501ebd-c2d4-4a3d-abbe-43ac668beebe,07/05/2023,2023,5,7
68b66d50-cc0c-4af1-922e-4b9a2617c7de,10/05/2023,2023,5,10
787b3139-9ac6-4fd5-8ed6-f3bad1ef343d,02/06/2023,2023,6,2
12fd7968-f5bd-4fe5-8b6d-69d5e938bd0b,30/07/2023,2023,7,30
0c332e77-58ca-445d-a98d-8ed7aa067b8c,01/08/2023,2023,8,1
93df138f-87fa-439e-b6df-e4ad36f397f2,06/08/2023,2023,8,6
3d66dced-9bb9-459e-a31f-cf1357713c0e,21/08/2023,2023,8,21
4dbdcd6b-f4d6-4d9e-90fd-ffa5a966657a,18/12/2023,2023,12,18
2900f193-1d25-4a3b-bd06-80c1b0c7a258,04/01/2019,2019,1,4
87bbccef-81d0-45c3-a44f-61fc9eb0ad14,29/01/2019,2019,1,29
0578c7aa-8776-4a51-a7bd-154aeb13bab0,22/02/2019,2019,2,22
0bceab27-6a67-4f6a-923b-c99591a0106a,26/03/2019,2019,3,26
1e3b2912-c63b-49ec-a3b6-1ab017947a1b,26/04/2019,2019,4,26
3d30a7be-da2e-4cfd-bb67-32e3a875676a,23/06/2019,2019,6,23
44312c84-2648-4e98-b5f0-b3aa5408b498,31/07/2019,2019,7,31
91e37494-a504-4edf-a846-79d8303aaaad,01/12/2019,2019,12,1
d71b65e4-09a2-45ef-b260-062404e11632,03/04/2020,2020,4,3
711b7664-83c6-4ad6-a2dc-c41db6426767,02/06/2020,2020,6,2
44c5c811-5027-4764-939a-c7cdbd68fee2,19/06/2020,2020,6,19
53a7cb5a-ee67-4445-b263-68b6546733c4,08/09/2020,2020,9,8
1a486d0f-1d17-40a5-9d6e-8e2f6a3ea7f8,30/09/2020,2020,9,30
6fce5b69-98a9-44a4-b0db-318871203244,18/10/2020,2020,10,18
25f7f834-4ebe-45c7-8aab-b08df8aaa1b6,01/11/2020,2020,11,1
0961c7be-a9bc-4f21-bb56-2a762580e050,11/11/2020,2020,11,11
dca1c538-cc90-46ae-b69c-f9c01593d53f,19/11/2020,2020,11,19
51992a69-fb9d-4495-b6bc-c0188a47ca86,27/12/2020,2020,12,27
57a3d116-d24f-44f1-bd96-19517bc6b774,01/02/2021,2021,2,1
4143f397-4840-4756-9846-4da1be4fafc9,29/05/2021,2021,5,29
6f2e2477-d318-43ea-a4e3-ede06e573c5f,01/07/2021,2021,7,1
a09c813e-303f-4014-a948-38d7c0fa77cc,24/07/2021,2021,7,24
8c30a0db-22fe-4bee-9467-5e35b71e69dd,30/10/2021,2021,10,30
10d0046b-6eba-4e52-b175-a465f18bc077,01/01/2022,2022,1,1
55621e65-158e-475b-94f9-35e6c332b08a,21/02/2022,2022,2,21
f5863173-ed80-464c-9357-40d0046011b2,07/06/2022,2022,6,7
c17d050d-7d2d-4a5f-aac4-11fa618bbd76,09/06/2022,2022,6,9
338005d8-f1d0-4ae6-beda-201425ad1190,20/06/2022,2022,6,20
bbeb0cf7-ec6c-40e8-9907-3e9a6eb26d2b,16/09/2022,2022,9,16
37f6900e-5254-4804-8f6d-9d3b32139525,09/11/2022,2022,11,9
d4ff93ff-3ee0-4f80-ab3c-9c59aeed5c00,05/12/2022,2022,12,5
a95c2747-5943-4420-852e-09c86b1f126e,04/03/2023,2023,3,4
23390848-e914-4e72-a1a1-021afe6548e4,13/03/2023,2023,3,13
a08e589c-89d6-4a09-a998-dd119e7159cb,03/05/2023,2023,5,3
e29ab2d0-d280-44bc-8fe3-7fef2ee0bd00,05/05/2023,2023,5,5
bf1f3310-0192-45f3-baae-6a3b768bc69c,19/05/2023,2023,5,19
d31b8679-bb75-4a4d-8aed-8feb2ac01c6e,29/06/2023,2023,6,29
d3baa007-26b3-4fe5-8f0b-7cc319bc3d57,17/07/2023,2023,7,17
08afe671-1b5d-4a26-9a51-8c109ad23e88,09/08/2023,2023,8,9
463fa6d3-63e8-4622-93f4-74d046efdfdd,29/11/2023,2023,11,29
5d6f589b-6b4c-4b2b-99c9-1cfd3586f3c4,03/12/2023,2023,12,3
2efbfd6f-ec87-48df-ad5c-e56d5008d185,18/03/2019,2019,3,18
3ae181a1-a30a-47a1-b9f8-dd1048a4b90d,31/05/2019,2019,5,31
d5c85f5f-c715-4782-a05d-281a73981e10,20/06/2019,2019,6,20
769862b2-9bf3-4251-a96e-eac04b7db4e3,28/06/2019,2019,6,28
a2122709-d9ea-41cc-ab66-00e78410fc1b,25/07/2019,2019,7,25
47cdea97-50a5-42e5-a460-5de58ef3ecd6,06/11/2019,2019,11,6
375ee01a-6b66-4433-92d1-c73125675193,04/01/2020,2020,1,4
fa9e5172-0d79-42a7-912e-73fd491b6977,11/01/2020,2020,1,11
cd71ad20-7fad-43c0-b974-ec4103266ec8,29/02/2020,2020,2,29
408f1a0d-b251-4ad9-a883-7b9a2b174e4f,04/03/2020,2020,3,4
1d94da99-7aac-4427-b8c2-b8715567b963,06/03/2020,2020,3,6
8f5f6132-150f-4c50-9432-fad87bfd305c,17/04/2020,2020,4,17
1d9e13bc-0098-4d2b-ba59-b2a6ed5da3a2,07/05/2020,2020,5,7
2449c298-736d-4b69-a179-278e19eede88,18/09/2020,2020,9,18
b51dff02-4d96-4096-9d2b-8faa673a130d,06/01/2021,2021,1,6
934a7514-967e-43e8-9ab2-54ea5a547a3d,13/03/2021,2021,3,13
c9ac080c-e493-41af-95c3-7ab902bfe21d,16/03/2021,2021,3,16
232196eb-cdd8-4cda-8f98-127b6c0672fa,20/08/2021,2021,8,20
40f7879d-7ef6-40cb-8feb-3310fafcd5de,28/08/2021,2021,8,28
340c3d5b-3203-4747-aa9d-accd0ac24bbd,01/10/2021,2021,10,1
d0229c86-e0db-40d2-8306-bd212b7a4f8e,19/11/2021,2021,11,19
ddb9e0d6-0560-40a7-a6aa-f35757104e5c,21/12/2021,2021,12,21
81c4a4f8-5f40-4424-8570-e4a752530177,04/02/2022,2022,2,4
705171a0-e470-455b-8f45-1d308eda693c,22/03/2022,2022,3,22
70b4d870-7087-4349-a2ed-773b8971c9ac,22/05/2022,2022,5,22
48aaccd2-80f2-42b8-97ff-5858bb4c38a7,06/07/2022,2022,7,6
dd0cf857-4589-463c-bf08-22869ff9273f,04/09/2022,2022,9,4
e6554066-2d25-48b6-958c-d03e1cc55a8b,13/09/2022,2022,9,13
2d9ebc98-59bd-4b0f-9b48-7fbb8767aeb7,01/11/2022,2022,11,1
f83b2ce7-729a-4632-80ee-366b24daac93,14/12/2022,2022,12,14
faacb565-062a-43eb-8651-049951036492,17/12/2022,2022,12,17
35767b42-ac84-49d8-a242-7861dd37543c,02/02/2023,2023,2,2
abd33050-7e46-4366-b1dd-95b93498b204,06/02/2023,2023,2,6
5a12442e-5aa1-45d6-a734-b5f63ee53aa9,20/05/2023,2023,5,20
9ca6a69d-63a7-493d-95bc-cb780a3b9020,15/06/2023,2023,6,15
3a26b705-99d4-48b5-9f19-367013da3bac,14/07/2023,2023,7,14
66c6a770-e99f-46bb-bc14-f7c2b3d1209a,01/10/2023,2023,10,1
b7695838-abf1-4eaa-aae3-23b4ce1ed8ca,16/01/2019,2019,1,16
f619026c-b15f-4c29-854f-10b04b85c466,16/05/2019,2019,5,16
7fe8f8a6-e9e3-42be-a785-6d95f1abc3cd,19/05/2019,2019,5,19
b888b553-bcd0-4297-ab51-9a7dc6badc0d,10/06/2019,2019,6,10
29b9d9d5-3db2-4207-9e1b-9df0570d9a73,26/06/2019,2019,6,26
2690146c-7234-443d-b7cc-ca925ad4fdc4,11/07/2019,2019,7,11
ef51149a-5f40-4a51-b12a-f1c4fee1f38e,12/07/2019,2019,7,12
ed303c2d-8bfe-449c-96a3-3c225e7c286e,17/07/2019,2019,7,17
ea6771e5-72c2-4016-9de3-c5476fb258ab,07/09/2019,2019,9,7
7b346524-1a4c-44ae-aa37-ccc7fb8e1399,26/09/2019,2019,9,26
7bb67a40-234b-426a-b898-45426706ef08,12/10/2019,2019,10,12
f73a4070-b191-4a4d-a192-d2823b3f724b,10/11/2019,2019,11,10
8b0680ac-1535-45be-911e-37a166910daa,16/12/2019,2019,12,16
553c0428-c4b3-4ead-9e0c-1f3b1b43c6d3,19/12/2019,2019,12,19
0a20ea2d-19f7-4327-9e13-c460eaadfa42,08/01/2020,2020,1,8
6342a9d4-d073-47f9-b32e-566fa31400f4,06/02/2020,2020,2,6
382df419-ff85-426e-9dc8-b777d682538c,07/03/2020,2020,3,7
2f032d9e-611d-46ce-b35c-97cf093c9b7a,05/07/2020,2020,7,5
bd8c4061-29e4-4bcb-8eee-ee1d1b9f3cad,15/08/2020,2020,8,15
c059ca4f-f761-412a-94e7-57b74a224ecf,02/10/2020,2020,10,2
5ad31823-4d88-46f1-87de-cbe01583b8b3,22/10/2020,2020,10,22
b3db6765-3fc7-49c1-8cb2-25bcda595960,26/10/2020,2020,10,26
b73e1d80-4b3e-45e5-879b-3ed7e30db007,26/11/2020,2020,11,26
9dae8db1-8bf1-4aaf-baca-0d44cadbd6f6,04/01/2021,2021,1,4
4018f3a8-f2f1-4279-92fb-e2f2322fa365,18/02/2021,2021,2,18
066b855f-5a83-4b4c-a16e-5a0764688c33,09/04/2021,2021,4,9
46a737d6-f604-4465-835d-e3fe7cedf2be,13/05/2021,2021,5,13
9d8a7f98-1dbc-4e93-bfff-792fb8466ac1,15/06/2021,2021,6,15
d0e07e93-031e-422f-8f6b-f4190314e85d,16/06/2021,2021,6,16
a1621267-589f-414d-b50f-0629cd2c1f14,25/07/2021,2021,7,25
e41449b9-3bd6-4a0a-9d53-3c7ceb1a54de,21/08/2021,2021,8,21
41c901f9-1421-4a33-82a8-d8cfbde5a66c,11/01/2022,2022,1,11
ee3f1115-ca87-42dc-a73b-7d998c0bb384,01/02/2022,2022,2,1
a6382c3c-3899-422f-8ac7-c6645141fcb9,15/02/2022,2022,2,15
647bcc85-87f5-4a56-92ca-7ee75b0f3c64,26/04/2022,2022,4,26
67697ae9-cdee-43c6-80ff-16c68f0bf291,07/07/2022,2022,7,7
f3271feb-9031-4349-9f9f-8d6cef763f9c,06/09/2022,2022,9,6
2992b1c3-40fe-43ff-a097-764bfcf099ae,28/11/2022,2022,11,28
c5652d52-184c-4da3-9be4-e6add6a7b233,13/12/2022,2022,12,13
86e17531-d938-49f5-a75d-e2fad12415a7,18/02/2023,2023,2,18
5e6c7108-aa52-4c8c-aeb8-62650b45aca4,06/04/2023,2023,4,6
e50a22da-2e76-47c6-b831-ad6ce9555989,23/04/2023,2023,4,23
e0aa49a9-dded-46b8-82f3-b0ab4de6ab9e,27/07/2023,2023,7,27
d63fe379-e9b3-495b-9294-5d5bb5404a49,28/07/2023,2023,7,28
c7f4ebf6-34fe-4169-b7ea-24e087f2c5af,26/08/2023,2023,8,26
33326995-c9b0-419c-92ef-a583591ee78f,02/09/2023,2023,9,2
dcb8c600-945e-452a-856e-2a23364fda07,19/09/2023,2023,9,19
5250205d-8210-4ef2-93c2-c6db225feab0,21/10/2023,2023,10,21
c935170d-aaa3-48b5-9420-cdeb4b3bf156,26/11/2023,2023,11,26
93b4ae73-fa40-4496-bb16-400d980a988d,04/12/2023,2023,12,4
97dcb5cf-133d-4190-803a-6cb95d60f809,09/12/2023,2023,12,9
d743eb04-340a-49b1-a26d-8e10ee83c7f5,21/01/2019,2019,1,21
06e050f1-7d25-412f-a96f-a30f05462a71,05/03/2019,2019,3,5
2651e579-7990-4360-840b-8afbd766c66e,30/03/2019,2019,3,30
771317be-7cd4-4d0b-b57a-b5609751a353,17/04/2019,2019,4,17
1415a321-c272-4757-b3e5-8fe0f88a971c,16/06/2019,2019,6,16
99295f69-ebc9-4a44-b911-4da705d3d5f1,05/09/2019,2019,9,5
ba09e752-17e0-428c-a6c4-f8a050e2e848,29/12/2019,2019,12,29
de1e7efe-5668-43c9-ae05-329b362868e8,10/01/2020,2020,1,10
198f2493-54ac-441d-a959-eb9987ed252a,13/02/2020,2020,2,13
52a5cdd6-6abd-4df7-af72-889a7f5617c1,22/04/2020,2020,4,22
66b6f12d-1a0d-4569-a000-286028d919be,06/06/2020,2020,6,6
020c52d6-bdc9-4144-b57b-933e5547c731,20/08/2020,2020,8,20
43d91250-c8eb-4f5a-98b3-0b3ec0fe2661,18/03/2021,2021,3,18
ba078ad2-d437-4626-aa5d-f195512dcc8e,03/05/2021,2021,5,3
1228753b-8210-464b-a25d-6cd1dd999888,11/05/2021,2021,5,11
2d5399af-f798-46fe-b442-dfa511c0773d,12/05/2021,2021,5,12
b5e42380-c007-454e-9217-f3e9811b5d64,20/07/2021,2021,7,20
b35eaeb7-2564-4eeb-84b9-64bbfc2937a7,22/07/2021,2021,7,22
fd2ce156-8f82-4562-9c66-0298784ef6b0,12/08/2021,2021,8,12
82a4bd43-549e-4f71-b71e-96a6ac3c29f8,13/11/2021,2021,11,13
705a0a89-0656-4e9d-aaa5-35b0606d8177,28/12/2021,2021,12,28
0c2ae257-78f8-4a6c-b823-c3015c244fd8,09/03/2022,2022,3,9
9cf52de4-d47b-457f-af6c-60b96e39658a,13/04/2022,2022,4,13
7d1129be-fdff-4cca-8035-79abde1df97e,02/07/2022,2022,7,2
b62740c9-c7a8-4aa8-9774-cb279875d5b6,11/07/2022,2022,7,11
dd068954-24ae-4321-b0c3-1a3314713b95,23/10/2022,2022,10,23
8b2bd366-1612-4256-b160-a9604438d6d1,08/11/2022,2022,11,8
62bafad3-4ba0-405b-998a-5587b7042e61,03/03/2023,2023,3,3
06070b96-e6f2-4a43-8dca-92eb66a7dad1,07/03/2023,2023,3,7
fad62590-34b2-42a1-a9e6-e6f4368afd11,17/03/2023,2023,3,17
96a82878-f479-4367-83b1-5c79eef18f85,21/03/2023,2023,3,21
70274e7a-39fa-4f87-9b37-60e485ff28d7,09/06/2023,2023,6,9
46318211-3979-4cd9-bf55-e3ec96f5848b,03/07/2023,2023,7,3
aaa8f159-9684-429b-a831-f324d924b4d6,23/09/2023,2023,9,23
50739c29-0d1e-4228-b66b-8693f057939f,13/04/2019,2019,4,13
36697cfe-a2f1-46e6-a3e9-51d5882f57b7,09/05/2019,2019,5,9
99b2fdd7-c5de-4a02-be12-b771dcbd84d1,28/05/2019,2019,5,28
5ddfc947-2f5a-4622-8db5-a76509ee86ae,15/09/2019,2019,9,15
c409e1f6-e415-4b09-864d-7ec13759c1f6,28/09/2019,2019,9,28
76736d58-dfee-4aba-a5d1-0322cdf534cc,28/11/2019,2019,11,28
c54013f7-8f4d-4c12-a9c3-80e8b920d17f,10/04/2020,2020,4,10
e0d81f66-ed07-4cec-89a2-19d7437c531e,10/05/2020,2020,5,10
243947e6-5f04-4956-aa69-80ff5b8dc31a,12/07/2020,2020,7,12
b019beec-5c97-4771-a8c6-83e4b47fa382,31/07/2020,2020,7,31
f9296122-2864-4738-b61e-b7f701fdd76c,20/09/2020,2020,9,20
98f3cdf3-5ba3-422c-8e36-83740dfc94b1,09/10/2020,2020,10,9
aeb67e52-83aa-46a5-9de2-71f6df02a81b,07/02/2021,2021,2,7
1366e9c5-12f5-471b-958e-3ef93fc2ebb5,02/03/2021,2021,3,2
7c0bfef4-12cb-4883-b96a-7a0672c28d9a,23/06/2021,2021,6,23
f41e633b-5fcd-49c0-85f5-e5dfa340cb05,06/07/2021,2021,7,6
c78765b5-7f46-49c2-9288-87aa0a4d23e1,30/07/2021,2021,7,30
a3e006ae-2cf7-4ef1-9e75-c22bb82575dc,30/09/2021,2021,9,30
4d73a997-2214-4087-b367-fb3fb0985440,11/02/2022,2022,2,11
1694c6c9-d324-4b96-98d4-ec25e57abbfa,20/02/2022,2022,2,20
1b52b263-ceb9-44b1-8403-fb2343546200,09/05/2022,2022,5,9
fe9ef9ca-145e-467a-a58f-0dc1b85af7cd,14/05/2022,2022,5,14
32a8e686-7e65-4e53-88b5-ca15e5019efc,18/10/2022,2022,10,18
96893761-4d3b-4353-a881-9c6daef9cf3c,02/11/2022,2022,11,2
4ba63b1b-825d-4595-8e4c-d5443b030449,04/08/2023,2023,8,4
857ee650-b9e1-44f5-b96b-31adbb0127b5,21/09/2023,2023,9,21
ad0e7f28-3105-45e2-98d1-bad3ed1b7591,29/09/2023,2023,9,29
246e831f-6a48-4a7a-b835-3ea37d394fd5,25/10/2023,2023,10,25
63e8b1d3-09d8-450c-aa90-17a72beef196,02/11/2023,2023,11,2
c824e0ba-c183-45fb-8c91-13b3ed50ea48,06/12/2023,2023,12,6
7f4f1448-3817-4d31-ae49-8577072b05fa,09/03/2019,2019,3,9
f267ecf7-768c-49e3-a999-c122690310ff,12/05/2019,2019,5,12
57fd7e80-efbe-4d56-af72-d1a30d9c7784,24/06/2019,2019,6,24
9537295d-4339-4811-901b-70a453ebf8e4,26/07/2019,2019,7,26
8fe65e59-c69d-4321-b102-5a30d612a31c,01/09/2019,2019,9,1
3c0b27d3-631f-402a-a8ca-0bafba0eaec3,17/10/2019,2019,10,17
c62eaed6-8774-4434-9c18-83e117ab2453,03/01/2020,2020,1,3
766c0807-e848-44e6-8d9c-c54e7997f059,12/01/2020,2020,1,12
5d666593-f3fa-44bd-9e80-c56e70f7e415,19/02/2020,2020,2,19
15ae6765-0f3a-4907-9354-cc2c290786b4,30/07/2020,2020,7,30
8ccd9150-0ec6-44d6-9731-8e3249962586,22/08/2020,2020,8,22